mapa\referencja,1,2,3,4,5,6,7
1,219,11,3,1,16,0,0
2,9,57,3,0,14,2,0
3,84,8,84,0,5,0,0
4,3,5,0,72,0,1,13
5,0,13,5,0,38,2,0
6,0,1,1,0,10,84,0
7,9,0,0,6,0,0,68
