mapa\referencja,1,2,3,4,5,6,7
1,258,1,12,0,5,0,0
2,3,69,3,1,19,0,0
3,1,0,74,0,0,0,0
4,0,4,0,69,0,1,28
5,0,10,5,0,57,3,0
6,0,1,0,0,2,85,0
7,62,10,2,9,0,0,53
