mapa\referencja,1,2,3,4,5,6,7
1,262,1,11,0,5,0,0
2,3,66,4,1,18,0,0
3,1,0,74,0,0,0,0
4,0,4,0,69,0,1,23
5,0,13,5,0,58,3,0
6,0,1,0,0,2,85,0
7,58,10,2,9,0,0,58
