mapa\referencja,1,2,3,4,5,6,7
1,264,11,11,1,4,0,0
2,3,65,1,0,42,3,0
3,2,3,75,0,4,0,0
4,1,7,1,60,0,1,0
5,0,7,2,0,31,2,0
6,0,1,1,0,2,83,0
7,54,1,5,18,0,0,81
