mapa\referencja,1,2,3,4,5,6,7
1,0,0,0,0,0,0,0
2,30,57,2,3,13,0,0
3,58,0,74,0,4,0,0
4,0,1,0,70,0,0,25
5,53,27,17,1,66,8,0
6,0,1,0,0,0,80,0
7,183,9,3,5,0,1,56
