mapa\referencja,1,2,3,4,5,6,7
1,122,0,7,0,0,0,0
2,7,46,0,0,9,0,1
3,31,3,72,1,3,0,11
4,0,2,0,77,0,0,28
5,134,43,17,0,71,8,1
6,0,0,0,0,0,79,0
7,30,1,0,1,0,2,40
