mapa\referencja,1,2,3,4,5,6,7
1,256,1,10,0,5,0,0
2,9,66,3,0,40,1,0
3,5,0,70,0,2,0,0
4,0,7,0,69,0,1,9
5,0,13,10,0,34,0,0
6,0,1,0,0,2,87,0
7,54,7,3,10,0,0,72
