mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,0,0
2,204,34,11,0,13,0,0
3,16,0,73,0,4,0,0
4,0,2,0,71,1,2,30
5,17,26,11,0,35,1,0
6,0,0,0,0,0,78,0
7,86,33,1,8,30,8,51
