mapa\referencja,1,2,3,4,5,6,7
1,16,11,0,1,23,6,0
2,101,55,4,0,13,0,0
3,7,2,67,0,3,0,0
4,0,2,0,68,2,1,28
5,21,13,20,0,41,1,0
6,0,0,0,0,0,80,0
7,179,12,5,10,1,1,53
