mapa\referencja,1,2,3,4,5,6,7
1,1,0,0,0,0,0,0
2,95,47,2,0,12,0,0
3,9,0,68,0,4,0,0
4,0,1,0,69,0,0,24
5,135,33,24,1,67,8,0
6,0,1,0,0,0,80,0
7,84,13,2,9,0,1,57
