mapa\referencja,1,2,3,4,5,6,7
1,257,1,7,0,5,0,0
2,12,70,3,0,35,1,0
3,4,0,68,0,4,0,0
4,0,6,0,69,0,1,9
5,5,12,15,0,36,0,0
6,0,1,0,0,3,87,0
7,46,5,3,10,0,0,72
