mapa\referencja,1,2,3,4,5,6,7
1,84,0,0,0,0,0,0
2,2,41,2,0,11,0,0
3,71,8,88,0,3,14,1
4,0,1,0,70,0,1,18
5,102,43,4,1,69,1,0
6,0,0,0,0,0,73,0
7,65,2,2,8,0,0,62
