mapa\referencja,1,2,3,4,5,6,7
1,29,0,0,0,0,0,0
2,2,26,0,1,2,0,3
3,177,2,92,3,6,13,16
4,0,1,0,68,0,0,15
5,53,66,4,5,75,5,2
6,0,0,0,0,0,71,0
7,63,0,0,2,0,0,45
