mapa\referencja,1,2,3,4,5,6,7
1,287,42,9,2,15,0,0
2,0,34,2,0,26,6,0
3,0,1,65,0,1,0,0
4,6,9,1,67,0,1,9
5,0,7,15,0,36,0,0
6,0,1,1,0,5,82,0
7,31,1,3,10,0,0,72
