mapa\referencja,1,2,3,4,5,6,7
1,258,3,11,0,30,1,0
2,3,66,4,0,17,0,0
3,4,0,66,0,3,0,0
4,0,7,0,69,0,1,9
5,1,11,12,0,33,0,0
6,0,1,0,0,0,87,0
7,58,7,3,10,0,0,72
