mapa\referencja,1,2,3,4,5,6,7
1,275,3,11,0,13,0,0
2,2,76,0,0,13,0,0
3,7,0,77,0,11,1,0
4,0,2,0,72,0,0,6
5,0,9,7,0,43,0,0
6,0,1,0,0,3,87,0
7,40,4,1,7,0,1,75
