Run_ID,Algorytm,Metoda,DA_bazowa_%,DA_metody_%,Delta_DA_pp,b,c,p,p_Holm_rodzina,Rodzina_n,Istotne_005
134567_zbledami_L1C_class,multi-layer perceptron,IQR,68.5950,83.3530,14.7580,17,142,0.0000,0.0000,102,TAK
134567_zbledami_L1C_class,support vector machine,IQR,84.8878,88.3117,3.4238,18,47,0.0005,0.0365,102,TAK
134567_zbledami_L1C_class,spectral angle mapping,MAD,84.7698,85.0059,0.2361,16,18,0.8638,1.0000,102,nie
134567_zbledami_L1C_class,minimum distance,IQR,81.9362,86.0685,4.1322,16,51,0.0000,0.0026,102,TAK
134567_zbledami_L1C_roi,maximum likelihood,Erosion,54.4274,56.0803,1.6529,30,44,0.1307,1.0000,102,nie
134567_zbledami_L1C_roi,random forest,MAD,47.2255,54.3093,7.0838,38,98,0.0000,0.0000,102,TAK
134567_zbledami_L1C_roi,multi-layer perceptron,EllipticEnvelope,68.5950,82.5266,13.9315,13,131,0.0000,0.0000,102,TAK
134567_zbledami_L1C_roi,support vector machine,Erosion,84.8878,86.1865,1.2987,16,27,0.1273,1.0000,102,nie
134567_zbledami_L1C_roi,spectral angle mapping,PCA_Reconstruction,84.7698,84.1795,-0.5903,7,2,0.1797,1.0000,102,nie
134567_zbledami_L1C_roi,minimum distance,LOF,81.9362,81.8182,-0.1181,5,4,1.0000,1.0000,102,nie
134567_zbledami_L2A_class,maximum likelihood,Percentile,71.3105,73.7898,2.4793,18,39,0.0081,0.6619,102,nie
134567_zbledami_L2A_class,random forest,IQR,76.9776,85.0059,8.0283,27,95,0.0000,0.0000,102,TAK
134567_zbledami_L2A_class,multi-layer perceptron,GMM,71.3105,79.6930,8.3825,28,99,0.0000,0.0000,102,TAK
134567_zbledami_L2A_class,support vector machine,IQR,83.9433,87.6033,3.6600,17,48,0.0002,0.0181,102,TAK
134567_zbledami_L2A_class,spectral angle mapping,IQR,77.8040,79.9292,2.1251,14,32,0.0122,0.9754,102,nie
134567_zbledami_L2A_class,minimum distance,IQR,80.1653,80.5195,0.3542,16,19,0.7353,1.0000,102,nie
134567_zbledami_L2A_roi,maximum likelihood,OneClassSVM,71.3105,73.0815,1.7710,10,25,0.0180,1.0000,102,nie
134567_zbledami_L2A_roi,random forest,IsolationForest,78.2763,80.5195,2.2432,27,46,0.0351,1.0000,102,nie
134567_zbledami_L2A_roi,multi-layer perceptron,IsolationForest,71.3105,78.6305,7.3200,23,85,0.0000,0.0000,102,TAK
134567_zbledami_L2A_roi,support vector machine,Erosion,83.9433,85.0059,1.0626,16,25,0.2115,1.0000,102,nie
134567_zbledami_L2A_roi,spectral angle mapping,Mahalanobis,77.8040,77.8040,0.0000,15,15,0.8551,1.0000,102,nie
134567_zbledami_L2A_roi,minimum distance,LOF,80.1653,79.9292,-0.2361,3,1,0.6250,1.0000,102,nie
13456_poprawny_L1C_class,maximum likelihood,PCA,73.5537,85.3601,11.8064,26,126,0.0000,0.0000,102,TAK
13456_poprawny_L1C_class,random forest,Robust_Mahalanobis,56.1983,79.9292,23.7308,108,309,0.0000,0.0000,102,TAK
13456_poprawny_L1C_class,multi-layer perceptron,EllipticEnvelope,83.5891,88.0756,4.4864,7,45,0.0000,0.0000,102,TAK
13456_poprawny_L1C_class,support vector machine,IQR,91.8536,92.7981,0.9445,4,12,0.0768,1.0000,102,nie
13456_poprawny_L1C_class,spectral angle mapping,IQR,89.1381,89.2562,0.1181,2,3,1.0000,1.0000,102,nie
13456_poprawny_L1C_class,minimum distance,Percentile,86.0685,86.1865,0.1181,1,2,1.0000,1.0000,102,nie
13456_poprawny_L1C_roi,maximum likelihood,OneClassSVM,73.5537,75.6789,2.1251,8,26,0.0036,0.2841,102,nie
13456_poprawny_L1C_roi,random forest,Robust_Mahalanobis,58.3235,62.9280,4.6045,37,76,0.0004,0.0298,102,TAK
13456_poprawny_L1C_roi,multi-layer perceptron,OneClassSVM,86.7769,89.8465,3.0697,20,46,0.0021,0.1692,102,nie
13456_poprawny_L1C_roi,support vector machine,PCA_Reconstruction,91.8536,91.7355,-0.1181,1,0,1.0000,1.0000,102,nie
13456_poprawny_L1C_roi,spectral angle mapping,MAD,89.1381,89.2562,0.1181,3,4,1.0000,1.0000,102,nie
13456_poprawny_L1C_roi,minimum distance,OneClassSVM,86.0685,86.0685,0.0000,1,1,1.0000,1.0000,102,nie
13456_poprawny_L2A_class,maximum likelihood,Percentile,78.6305,81.4640,2.8335,2,26,0.0000,0.0013,102,TAK
13456_poprawny_L2A_class,random forest,Mahalanobis,83.7072,85.0059,1.2987,15,26,0.1183,1.0000,102,nie
13456_poprawny_L2A_class,multi-layer perceptron,PCA,79.3388,85.2420,5.9032,27,77,0.0000,0.0001,102,TAK
13456_poprawny_L2A_class,support vector machine,PCA,88.5478,91.3813,2.8335,17,41,0.0025,0.2047,102,nie
13456_poprawny_L2A_class,spectral angle mapping,PCA,86.5407,88.9020,2.3613,10,30,0.0027,0.2130,102,nie
13456_poprawny_L2A_class,minimum distance,PCA,84.4156,88.3117,3.8961,11,44,0.0000,0.0015,102,TAK
13456_poprawny_L2A_roi,maximum likelihood,Robust_Mahalanobis,78.6305,81.7001,3.0697,30,56,0.0070,0.6319,102,nie
13456_poprawny_L2A_roi,random forest,PCA,83.7072,84.8878,1.1806,16,26,0.1649,1.0000,102,nie
13456_poprawny_L2A_roi,multi-layer perceptron,Percentile,83.2349,83.8253,0.5903,21,26,0.5596,1.0000,102,nie
13456_poprawny_L2A_roi,support vector machine,PCA_Reconstruction,88.5478,88.5478,0.0000,1,1,1.0000,1.0000,102,nie
13456_poprawny_L2A_roi,spectral angle mapping,IQR,86.5407,87.3672,0.8264,3,10,0.0923,1.0000,102,nie
13456_poprawny_L2A_roi,minimum distance,PCA,84.4156,84.7698,0.3542,2,5,0.4531,1.0000,102,nie
13456_zbledami_L1C_class,maximum likelihood,Robust_Mahalanobis,62.8099,78.3943,15.5844,36,168,0.0000,0.0000,102,TAK
13456_zbledami_L1C_class,random forest,Robust_Mahalanobis,64.6989,68.8312,4.1322,30,65,0.0005,0.0442,102,TAK
13456_zbledami_L1C_class,multi-layer perceptron,Band_Z-score,86.7769,91.3813,4.6045,19,58,0.0000,0.0014,102,TAK
13456_zbledami_L1C_class,support vector machine,MAD,91.7355,93.7426,2.0071,9,26,0.0068,0.5883,102,nie
13456_zbledami_L1C_class,spectral angle mapping,SAM,91.3813,92.3259,0.9445,0,8,0.0078,0.6484,102,nie
13456_zbledami_L1C_class,minimum distance,PCA,86.7769,91.8536,5.0767,22,65,0.0000,0.0006,102,TAK
13456_zbledami_L1C_roi,maximum likelihood,Erosion,62.8099,74.6163,11.8064,27,127,0.0000,0.0000,102,TAK
13456_zbledami_L1C_roi,random forest,HotellingT2,63.8725,67.4144,3.5419,23,53,0.0009,0.0721,102,nie
13456_zbledami_L1C_roi,multi-layer perceptron,IQR,89.0201,90.0826,1.0626,21,30,0.2626,1.0000,102,nie
13456_zbledami_L1C_roi,support vector machine,Mahalanobis,91.7355,92.2078,0.4723,4,8,0.3877,1.0000,102,nie
13456_zbledami_L1C_roi,spectral angle mapping,IQR,91.3813,92.2078,0.8264,15,22,0.3239,1.0000,102,nie
13456_zbledami_L1C_roi,minimum distance,LOF,86.7769,86.7769,0.0000,4,4,1.0000,1.0000,102,nie
13456_zbledami_L2A_class,maximum likelihood,HotellingT2,79.4569,83.1169,3.6600,14,45,0.0001,0.0087,102,TAK
13456_zbledami_L2A_class,random forest,IQR,86.3046,89.8465,3.5419,27,57,0.0016,0.1384,102,nie
13456_zbledami_L2A_class,multi-layer perceptron,HotellingT2,81.7001,89.9646,8.2645,32,102,0.0000,0.0000,102,TAK
13456_zbledami_L2A_class,support vector machine,IQR,91.8536,93.8607,2.0071,11,28,0.0104,0.8533,102,nie
13456_zbledami_L2A_class,spectral angle mapping,IQR,86.5407,88.3117,1.7710,11,26,0.0214,1.0000,102,nie
13456_zbledami_L2A_class,minimum distance,Band_Z-score,86.6588,87.6033,0.9445,1,9,0.0215,1.0000,102,nie
13456_zbledami_L2A_roi,maximum likelihood,Erosion,79.4569,80.6375,1.1806,26,36,0.2530,1.0000,102,nie
13456_zbledami_L2A_roi,random forest,OneClassSVM,86.3046,87.4852,1.1806,16,26,0.1649,1.0000,102,nie
13456_zbledami_L2A_roi,multi-layer perceptron,MAD,81.7001,88.3117,6.6116,48,104,0.0000,0.0008,102,TAK
13456_zbledami_L2A_roi,support vector machine,LOF,91.8536,91.8536,0.0000,4,4,1.0000,1.0000,102,nie
13456_zbledami_L2A_roi,spectral angle mapping,MAD,86.5407,87.6033,1.0626,18,27,0.2330,1.0000,102,nie
13456_zbledami_L2A_roi,minimum distance,Erosion,86.6588,86.7769,0.1181,10,11,1.0000,1.0000,102,nie
14567_poprawny_L1C_class,maximum likelihood,PCA,60.1864,70.0399,9.8535,6,80,0.0000,0.0000,102,TAK
14567_poprawny_L1C_class,random forest,Robust_Mahalanobis,50.0666,80.2929,30.2264,74,301,0.0000,0.0000,102,TAK
14567_poprawny_L1C_class,multi-layer perceptron,Robust_Mahalanobis,82.0240,91.8775,9.8535,20,94,0.0000,0.0000,102,TAK
14567_poprawny_L1C_class,support vector machine,PCA,84.0213,91.7443,7.7230,28,86,0.0000,0.0000,102,TAK
14567_poprawny_L1C_class,spectral angle mapping,PCA,80.9587,89.6138,8.6551,5,70,0.0000,0.0000,102,TAK
14567_poprawny_L1C_class,minimum distance,PCA,81.0919,89.4807,8.3888,19,82,0.0000,0.0000,102,TAK
14567_poprawny_L1C_roi,maximum likelihood,HotellingT2,60.1864,64.8469,4.6605,3,38,0.0000,0.0000,102,TAK
14567_poprawny_L1C_roi,random forest,IQR,50.8655,52.9960,2.1305,22,38,0.0528,1.0000,102,nie
14567_poprawny_L1C_roi,multi-layer perceptron,Erosion,83.8881,84.8202,0.9321,19,26,0.3711,1.0000,102,nie
14567_poprawny_L1C_roi,support vector machine,Robust_Mahalanobis,84.0213,85.2197,1.1984,11,20,0.1508,1.0000,102,nie
14567_poprawny_L1C_roi,spectral angle mapping,Robust_Mahalanobis,80.9587,82.0240,1.0652,5,13,0.0963,1.0000,102,nie
14567_poprawny_L1C_roi,minimum distance,IQR,81.0919,81.3582,0.2663,0,2,0.5000,1.0000,102,nie
14567_poprawny_L2A_class,maximum likelihood,Robust_Mahalanobis,63.2490,70.7057,7.4567,23,79,0.0000,0.0000,102,TAK
14567_poprawny_L2A_class,random forest,Robust_Mahalanobis,66.4447,79.3609,12.9161,47,144,0.0000,0.0000,102,TAK
14567_poprawny_L2A_class,multi-layer perceptron,Band_Z-score,80.4261,82.9561,2.5300,4,23,0.0005,0.0420,102,TAK
14567_poprawny_L2A_class,support vector machine,Robust_Mahalanobis,78.5619,85.2197,6.6578,35,85,0.0000,0.0007,102,TAK
14567_poprawny_L2A_class,spectral angle mapping,Robust_Mahalanobis,77.0972,82.1571,5.0599,17,55,0.0000,0.0011,102,TAK
14567_poprawny_L2A_class,minimum distance,Robust_Mahalanobis,78.2956,85.6192,7.3236,28,83,0.0000,0.0000,102,TAK
14567_poprawny_L2A_roi,maximum likelihood,PCA,63.2490,70.1731,6.9241,8,60,0.0000,0.0000,102,TAK
14567_poprawny_L2A_roi,random forest,OneClassSVM,66.7111,72.5699,5.8589,7,51,0.0000,0.0000,102,TAK
14567_poprawny_L2A_roi,multi-layer perceptron,Percentile,74.1678,80.4261,6.2583,27,74,0.0000,0.0004,102,TAK
14567_poprawny_L2A_roi,support vector machine,PCA,78.5619,81.2250,2.6631,3,23,0.0002,0.0159,102,TAK
14567_poprawny_L2A_roi,spectral angle mapping,IQR,77.0972,78.1625,1.0652,2,10,0.0386,1.0000,102,nie
14567_poprawny_L2A_roi,minimum distance,PCA,78.2956,78.6951,0.3995,2,5,0.4531,1.0000,102,nie
14567_zbledami_L1C_class,maximum likelihood,Robust_Mahalanobis,53.6618,58.8549,5.1931,41,80,0.0006,0.0408,102,TAK
14567_zbledami_L1C_class,random forest,PCA,46.3382,72.1704,25.8322,29,223,0.0000,0.0000,102,TAK
14567_zbledami_L1C_class,multi-layer perceptron,EllipticEnvelope,92.1438,91.2117,-0.9321,21,14,0.3105,1.0000,102,nie
14567_zbledami_L1C_class,support vector machine,IQR,86.2850,88.1491,1.8642,11,25,0.0303,1.0000,102,nie
14567_zbledami_L1C_class,spectral angle mapping,MAD,85.4860,86.0186,0.5326,8,12,0.5034,1.0000,102,nie
14567_zbledami_L1C_class,minimum distance,IQR,83.3555,87.0839,3.7284,12,40,0.0002,0.0138,102,TAK
14567_zbledami_L1C_roi,maximum likelihood,GMM,53.6618,55.1265,1.4647,2,13,0.0074,0.4431,102,nie
14567_zbledami_L1C_roi,random forest,IQR,46.2051,52.1971,5.9920,12,57,0.0000,0.0000,102,TAK
14567_zbledami_L1C_roi,multi-layer perceptron,EllipticEnvelope,92.1438,90.4128,-1.7310,31,18,0.0865,1.0000,102,nie
14567_zbledami_L1C_roi,support vector machine,IQR,86.2850,87.2170,0.9321,18,25,0.3602,1.0000,102,nie
14567_zbledami_L1C_roi,spectral angle mapping,PCA_Reconstruction,85.4860,84.9534,-0.5326,6,2,0.2891,1.0000,102,nie
14567_zbledami_L1C_roi,minimum distance,GMM,83.3555,83.3555,0.0000,3,3,1.0000,1.0000,102,nie
14567_zbledami_L2A_class,maximum likelihood,Percentile,70.7057,75.2330,4.5273,11,45,0.0000,0.0010,102,TAK
14567_zbledami_L2A_class,random forest,PCA,80.6924,84.5539,3.8615,28,57,0.0024,0.2079,102,nie
14567_zbledami_L2A_class,multi-layer perceptron,Band_Z-score,79.7603,87.3502,7.5899,21,78,0.0000,0.0000,102,TAK
14567_zbledami_L2A_class,support vector machine,IQR,84.5539,86.5513,1.9973,17,32,0.0455,1.0000,102,nie
14567_zbledami_L2A_class,spectral angle mapping,IQR,78.5619,80.4261,1.8642,11,25,0.0303,1.0000,102,nie
14567_zbledami_L2A_class,minimum distance,Percentile,80.9587,80.9587,0.0000,2,2,1.0000,1.0000,102,nie
14567_zbledami_L2A_roi,maximum likelihood,OneClassSVM,70.7057,73.9015,3.1957,8,32,0.0003,0.0229,102,TAK
14567_zbledami_L2A_roi,random forest,EllipticEnvelope,80.6924,84.8202,4.1278,20,51,0.0004,0.0304,102,TAK
14567_zbledami_L2A_roi,multi-layer perceptron,PCA_Reconstruction,74.0346,85.8855,11.8509,13,102,0.0000,0.0000,102,TAK
14567_zbledami_L2A_roi,support vector machine,EllipticEnvelope,84.5539,85.6192,1.0652,3,11,0.0574,1.0000,102,nie
14567_zbledami_L2A_roi,spectral angle mapping,Mahalanobis,78.5619,78.4288,-0.1332,15,14,1.0000,1.0000,102,nie
14567_zbledami_L2A_roi,minimum distance,GMM,80.9587,80.8256,-0.1332,2,1,1.0000,1.0000,102,nie
1456_poprawny_L1C_class,maximum likelihood,PCA,78.0293,87.3502,9.3209,13,83,0.0000,0.0000,102,TAK
1456_poprawny_L1C_class,random forest,Robust_Mahalanobis,78.1625,82.5566,4.3941,65,98,0.0122,0.9635,102,nie
1456_poprawny_L1C_class,multi-layer perceptron,IQR,92.1438,92.8096,0.6658,9,14,0.4049,1.0000,102,nie
1456_poprawny_L1C_class,support vector machine,MAD,94.9401,95.3395,0.3995,1,4,0.3750,1.0000,102,nie
1456_poprawny_L1C_class,spectral angle mapping,Robust_Mahalanobis,90.9454,91.0786,0.1332,16,17,1.0000,1.0000,102,nie
1456_poprawny_L1C_class,minimum distance,Mahalanobis,88.5486,88.9481,0.3995,0,3,0.2500,1.0000,102,nie
1456_poprawny_L1C_roi,maximum likelihood,HotellingT2,78.0293,86.2850,8.2557,2,64,0.0000,0.0000,102,TAK
1456_poprawny_L1C_roi,random forest,GMM,78.1625,79.7603,1.5979,0,12,0.0005,0.0415,102,TAK
1456_poprawny_L1C_roi,multi-layer perceptron,LOF,92.1438,92.6764,0.5326,1,5,0.2188,1.0000,102,nie
1456_poprawny_L1C_roi,support vector machine,Mahalanobis,94.9401,94.9401,0.0000,1,1,1.0000,1.0000,102,nie
1456_poprawny_L1C_roi,spectral angle mapping,MAD,90.9454,90.9454,0.0000,3,3,1.0000,1.0000,102,nie
1456_poprawny_L1C_roi,minimum distance,OneClassSVM,88.5486,88.6818,0.1332,0,1,1.0000,1.0000,102,nie
1456_poprawny_L2A_class,maximum likelihood,Percentile,79.6272,81.7577,2.1305,1,17,0.0001,0.0132,102,TAK
1456_poprawny_L2A_class,random forest,GMM,84.0213,86.4181,2.3968,0,18,0.0000,0.0007,102,TAK
1456_poprawny_L2A_class,multi-layer perceptron,PCA,86.4181,87.3502,0.9321,26,33,0.4347,1.0000,102,nie
1456_poprawny_L2A_class,support vector machine,PCA,90.6791,93.4754,2.7963,13,34,0.0035,0.2931,102,nie
1456_poprawny_L2A_class,spectral angle mapping,PCA,88.1491,90.8123,2.6631,7,27,0.0011,0.0975,102,nie
1456_poprawny_L2A_class,minimum distance,PCA,86.8176,91.0786,4.2610,5,37,0.0000,0.0002,102,TAK
1456_poprawny_L2A_roi,maximum likelihood,Robust_Mahalanobis,79.6272,84.2876,4.6605,21,56,0.0001,0.0106,102,TAK
1456_poprawny_L2A_roi,random forest,IsolationForest,83.4887,86.0186,2.5300,1,20,0.0000,0.0021,102,TAK
1456_poprawny_L2A_roi,multi-layer perceptron,Percentile,83.4887,85.7523,2.2636,9,26,0.0068,0.6157,102,nie
1456_poprawny_L2A_roi,support vector machine,HotellingT2,90.6791,91.3449,0.6658,0,5,0.0625,1.0000,102,nie
1456_poprawny_L2A_roi,spectral angle mapping,IQR,88.1491,89.2144,1.0652,2,10,0.0386,1.0000,102,nie
1456_poprawny_L2A_roi,minimum distance,OneClassSVM,86.8176,87.0839,0.2663,1,3,0.6250,1.0000,102,nie
1456_zbledami_L1C_class,maximum likelihood,Robust_Mahalanobis,70.8389,78.6951,7.8562,38,97,0.0000,0.0001,102,TAK
1456_zbledami_L1C_class,random forest,IQR,69.5073,74.8336,5.3262,8,48,0.0000,0.0000,102,TAK
1456_zbledami_L1C_class,multi-layer perceptron,LOF,94.2743,95.2064,0.9321,10,17,0.2482,1.0000,102,nie
1456_zbledami_L1C_class,support vector machine,MAD,94.9401,95.6059,0.6658,7,12,0.3593,1.0000,102,nie
1456_zbledami_L1C_class,spectral angle mapping,SAM,92.9427,93.7417,0.7989,0,6,0.0312,1.0000,102,nie
1456_zbledami_L1C_class,minimum distance,PCA,88.9481,94.4075,5.4594,13,54,0.0000,0.0001,102,TAK
1456_zbledami_L1C_roi,maximum likelihood,Erosion,70.8389,77.0972,6.2583,19,66,0.0000,0.0001,102,TAK
1456_zbledami_L1C_roi,random forest,Band_Z-score,69.5073,73.3688,3.8615,2,31,0.0000,0.0001,102,TAK
1456_zbledami_L1C_roi,multi-layer perceptron,LOF,87.0839,95.8722,8.7883,16,82,0.0000,0.0000,102,TAK
1456_zbledami_L1C_roi,support vector machine,HotellingT2,94.9401,95.8722,0.9321,2,9,0.0654,1.0000,102,nie
1456_zbledami_L1C_roi,spectral angle mapping,IQR,92.9427,94.0080,1.0652,11,19,0.2012,1.0000,102,nie
1456_zbledami_L1C_roi,minimum distance,GMM,88.9481,89.0812,0.1332,2,3,1.0000,1.0000,102,nie
1456_zbledami_L2A_class,maximum likelihood,HotellingT2,80.0266,84.1545,4.1278,12,43,0.0001,0.0045,102,TAK
1456_zbledami_L2A_class,random forest,IQR,90.6791,91.4780,0.7989,23,29,0.4881,1.0000,102,nie
1456_zbledami_L2A_class,multi-layer perceptron,Mahalanobis,86.0186,93.7417,7.7230,12,70,0.0000,0.0000,102,TAK
1456_zbledami_L2A_class,support vector machine,Mahalanobis,94.0080,95.3395,1.3316,5,15,0.0414,1.0000,102,nie
1456_zbledami_L2A_class,spectral angle mapping,Band_Z-score,88.4154,89.8802,1.4647,6,17,0.0347,1.0000,102,nie
1456_zbledami_L2A_class,minimum distance,Band_Z-score,88.2823,88.8149,0.5326,1,5,0.2188,1.0000,102,nie
1456_zbledami_L2A_roi,maximum likelihood,Robust_Mahalanobis,80.0266,82.1571,2.1305,39,55,0.1218,1.0000,102,nie
1456_zbledami_L2A_roi,random forest,kNN,90.6791,90.9454,0.2663,11,13,0.8388,1.0000,102,nie
1456_zbledami_L2A_roi,multi-layer perceptron,kNN,92.1438,93.0759,0.9321,26,33,0.4347,1.0000,102,nie
1456_zbledami_L2A_roi,support vector machine,Mahalanobis,94.0080,94.9401,0.9321,4,11,0.1185,1.0000,102,nie
1456_zbledami_L2A_roi,spectral angle mapping,MAD,88.4154,89.4807,1.0652,15,23,0.2561,1.0000,102,nie
1456_zbledami_L2A_roi,minimum distance,GMM,88.2823,88.2823,0.0000,1,1,1.0000,1.0000,102,nie
