mapa\referencja,1,2,3,4,5,6
1,371,38,13,2,14,3
2,0,39,0,0,5,0
3,1,0,73,0,2,0
4,33,1,0,77,1,2
5,0,16,10,0,61,1
6,0,1,0,0,0,83
