mapa\referencja,1,2,3,4,5,6
1,370,37,12,2,10,2
2,0,41,1,0,7,0
3,0,0,71,0,2,0
4,35,1,0,77,1,2
5,0,15,12,0,63,2
6,0,1,0,0,0,83
