mapa\referencja,1,2,3,4,5,6
1,369,36,12,2,11,2
2,0,42,1,0,7,0
3,1,0,73,0,2,0
4,35,1,0,77,1,2
5,0,15,10,0,62,3
6,0,1,0,0,0,82
