mapa\referencja,1,2,3,4,5,6
1,371,47,16,2,11,2
2,0,29,1,0,10,0
3,0,0,70,0,1,0
4,34,1,0,77,0,2
5,0,17,9,0,61,2
6,0,1,0,0,0,83
