mapa\referencja,1,2,3,4,5,6
1,371,42,14,2,10,2
2,0,35,0,0,7,0
3,0,0,70,0,1,0
4,34,1,0,77,2,2
5,0,16,12,0,63,3
6,0,1,0,0,0,82
