mapa\referencja,1,2,3,4,5,6
1,371,47,14,2,13,2
2,0,32,1,0,16,0
3,0,0,72,0,1,0
4,34,1,0,77,0,2
5,0,14,9,0,53,2
6,0,1,0,0,0,83
