mapa\referencja,1,2,3,4,5,6
1,370,36,14,2,11,2
2,0,43,0,0,7,0
3,0,0,74,0,2,0
4,35,1,0,77,1,2
5,0,14,8,0,62,2
6,0,1,0,0,0,83
