Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
124567_poprawny_L2A_class,124567,poprawny,L2A,class,random forest,Robust Mahalanobis,74.7004,77.4967,+2.7963,56,77,chi2 (poprawka na ciągłość),0.0828791,0.0828791,nie,"C[1,7]: 0->7; C[7,1]: 73->10; C[5,1]: 1->0; C[5,2]: 17->19"
