mapa\referencja,1,2,3,4,5,6
1,317,5,6,2,1,1
2,46,74,2,0,30,0
3,1,0,66,0,1,0
4,27,1,0,77,1,0
5,14,14,21,0,50,3
6,0,1,1,0,0,85
