mapa\referencja,1,2,3,4,5,6
1,316,7,8,2,0,0
2,64,71,3,0,26,0
3,0,0,65,0,0,0
4,25,1,0,77,0,0
5,0,15,20,0,57,8
6,0,1,0,0,0,81
