mapa\referencja,1,2,3,4,5,6
1,313,5,6,2,1,0
2,39,74,2,0,24,0
3,1,0,67,0,1,0
4,27,1,0,77,1,0
5,25,14,20,0,56,4
6,0,1,1,0,0,85
