mapa\referencja,1,2,3,4,5,6
1,312,5,6,2,0,0
2,40,73,2,0,25,0
3,1,0,66,0,1,0
4,28,1,0,77,1,0
5,24,15,21,0,56,4
6,0,1,1,0,0,85
