mapa\referencja,1,2,3,4,5,6
1,323,7,8,2,0,0
2,55,71,3,0,24,0
3,1,0,59,0,0,0
4,25,1,0,77,0,0
5,1,15,26,0,59,6
6,0,1,0,0,0,83
