mapa\referencja,1,2,3,4,5,6
1,311,5,6,2,0,0
2,39,73,2,0,26,0
3,0,0,67,0,1,0
4,29,1,0,77,1,0
5,26,15,20,0,55,4
6,0,1,1,0,0,85
