mapa\referencja,1,2,3,4,5,6
1,312,5,6,2,0,0
2,37,75,2,0,28,0
3,1,0,67,0,1,0
4,27,1,0,77,1,0
5,28,13,20,0,53,4
6,0,1,1,0,0,85
