mapa\referencja,1,2,3,4,5,6
1,312,6,6,2,0,0
2,64,73,6,1,25,1
3,1,0,67,0,2,0
4,28,1,0,76,0,0
5,0,14,16,0,56,3
6,0,1,1,0,0,85
