mapa\referencja,1,2,4,5,6,7
1,283,4,1,7,1,0
2,0,48,0,1,0,0
4,2,4,76,2,1,31
5,2,29,0,73,2,0
6,0,1,0,0,84,0
7,37,9,2,0,1,50
