mapa\referencja,1,2,4,5,6,7
1,250,3,0,1,1,0
2,0,51,0,1,1,1
4,1,1,76,0,2,31
5,4,37,0,81,2,0
6,0,1,0,0,83,0
7,69,2,3,0,0,49
