mapa\referencja,1,2,4,5,6,7
1,268,11,1,6,1,0
2,0,45,0,1,0,0
4,1,1,77,0,0,31
5,5,27,0,69,0,0
6,0,1,0,7,87,0
7,50,10,1,0,1,50
