mapa\referencja,1,2,4,5,6,7
1,245,3,1,0,1,0
2,0,42,0,1,0,0
4,1,1,76,0,0,31
5,6,40,0,79,3,0
6,0,1,0,2,85,0
7,72,8,2,1,0,50
