mapa\referencja,1,3,4,5,6,7
1,53,0,0,0,0,0
3,8,80,0,33,7,0
4,1,0,77,2,2,28
5,203,16,0,142,0,1
6,0,0,0,0,79,0
7,59,0,2,1,1,52
