mapa\referencja,1,3,4,5,6,7
1,60,0,0,0,0,0
3,29,84,0,38,7,0
4,1,0,77,1,1,27
5,175,11,0,135,1,1
6,0,0,0,1,80,0
7,59,1,2,3,0,53
