Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
134567_poprawny_L2A_roi,134567,poprawny,L2A,roi,random forest,Robust Mahalanobis,78.1582,79.2208,+1.0626,10,19,chi2 (poprawka na ciągłość),0.137395,0.137395,nie,"C[7,1]: 84->71; C[5,1]: 1->1; C[3,1]: 2->1"
