Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
12456_zbledami_L1C_class,12456,zbledami,L1C,class,1,EllipticEnvelope,random forest,81.8908,0.7436,86.2834,78.1567,80.6460,0,1019,40.4,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,2,PCA Mahalanobis,random forest,79.0945,0.7040,81.4982,80.0266,77.8967,0,1519,40.1,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,3,IsolationForest,random forest,77.2304,0.6852,83.5070,77.7046,77.6769,0,1019,40.4,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,4,GMM,random forest,76.4314,0.6760,83.1823,73.9800,76.2422,0,1019,40.9,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,5,kNN,random forest,76.1651,0.6723,82.6914,73.5004,75.5771,0,1018,40.9,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,6,SAM,random forest,74.3009,0.6459,79.2334,77.7689,72.7975,0,1019,40.9,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,7,Robust Mahalanobis,random forest,73.9015,0.6351,75.4597,79.5172,70.5218,0,2036,39.8,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,8,LOF,random forest,71.7710,0.6225,80.8657,71.1277,72.6993,0,1019,42.4,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,9,OneClassSVM,random forest,70.8389,0.6125,81.1135,77.6972,74.3172,0,1018,40.5,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,10,PCA Reconstruction,random forest,68.7084,0.5885,79.8521,74.6539,72.0831,0,1019,41.9,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,11,Erosion,random forest,68.5752,0.5812,77.0795,77.0987,70.0790,0,1645,41.9,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,12,Band Z-score,random forest,68.3089,0.5840,79.5245,76.6207,72.4380,0,159,42.5,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,13,HotellingT2,random forest,67.3768,0.5742,79.6846,75.5127,71.9354,0,611,42.0,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,14,IQR,random forest,66.9774,0.5637,75.9677,79.2796,70.9163,0,656,41.0,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,15,MAD,random forest,66.5779,0.5620,77.1534,79.3588,71.7426,0,500,42.0,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,16,Mahalanobis,random forest,65.2463,0.5512,77.8972,76.3246,70.5562,0,522,42.5,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,17,Poziom bazowy,random forest,64.9800,0.5470,77.1635,72.6071,69.0470,0,0,44.7,
12456_zbledami_L1C_class,12456,zbledami,L1C,class,18,Percentile,random forest,51.7976,0.4078,67.5004,76.9227,58.9707,0,2785,40.3,
