Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1456_poprawny_L2A_roi,1456,poprawny,L2A,roi,random forest,PCA Reconstruction,87.4834,87.6165,+0.1332,0,1,dwumianowy,1,1,nie,"C[5,1]: 1->1"
