mapa\referencja,1,3,4,5,6,7
1,237,8,0,17,1,0
3,2,75,0,1,0,0
4,1,0,77,2,2,33
5,2,11,0,147,2,0
6,0,0,0,1,83,0
7,82,2,2,10,1,48
