Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,1,IQR,random forest,61.3932,0.5329,74.6614,73.6833,68.1354,0,1204,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,2,LOF,random forest,57.9693,0.4960,73.3818,71.1530,65.2240,0,78,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,3,Poziom bazowy,random forest,57.6151,0.4914,73.1531,71.1143,65.0889,0,0,42.2,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,4,GMM,random forest,57.6151,0.4911,73.0631,71.1611,65.0748,0,78,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,5,Percentile,random forest,57.4970,0.4891,72.7951,70.7234,65.1108,0,596,43.1,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,6,EllipticEnvelope,random forest,57.2609,0.4876,73.1531,70.8161,64.8477,0,78,42.7,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,7,SAM,random forest,57.1429,0.4864,72.7352,70.6305,64.4697,0,78,42.7,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,8,PCA Reconstruction,random forest,57.0248,0.4851,73.0502,70.7654,64.6870,0,78,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,9,Band Z-score,random forest,56.9067,0.4826,72.5101,71.0978,64.6483,0,255,43.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,10,MAD,random forest,56.9067,0.4825,71.9659,72.8401,64.2086,0,787,43.1,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,11,OneClassSVM,random forest,56.7887,0.4823,72.7352,70.5969,64.3721,0,669,43.1,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,12,IsolationForest,random forest,56.7887,0.4822,72.5808,70.1854,64.2634,0,78,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,13,kNN,random forest,56.7887,0.4822,72.5808,70.8133,64.3612,0,78,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,14,HotellingT2,random forest,56.6706,0.4803,72.4072,71.0690,64.3590,0,234,42.6,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,15,Mahalanobis,random forest,56.6706,0.4801,72.3751,70.8571,64.3392,0,285,43.1,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,16,PCA Mahalanobis,random forest,56.3164,0.4756,71.8743,70.4872,63.8989,0,2059,42.1,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,17,Erosion,random forest,55.7261,0.4686,71.5581,69.1639,63.8534,0,2026,42.5,
134567_poprawny_L1C_roi,134567,poprawny,L1C,roi,18,Robust Mahalanobis,random forest,55.4900,0.4657,71.1333,70.1805,63.4117,0,2185,42.0,
