Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1234567_zbledami_L1C_class,1234567,zbledami,L1C,class,random forest,IsolationForest,47.5797,63.4002,+15.8205,16,150,chi2 (poprawka na ciągłość),5.55771e-25,5.55771e-25,TAK,"C[7,1]: 156->27; C[5,1]: 113->157; C[5,2]: 32->22; C[3,1]: 46->32"
