mapa\referencja,1,2,3,4,5,6,7
1,17,0,0,0,0,0,0
2,0,39,0,0,3,0,0
3,14,0,87,0,10,2,0
4,1,0,0,77,0,0,28
5,159,52,8,0,65,0,0
6,0,2,0,0,5,86,0
7,133,2,1,2,0,1,53
