mapa\referencja,1,2,3,4,5,6,7
1,75,0,1,0,0,0,0
2,50,57,2,0,9,0,0
3,2,5,73,0,35,7,0
4,1,1,0,77,0,2,24
5,86,30,19,1,39,1,2
6,0,0,0,0,0,79,0
7,110,2,1,1,0,0,55
