mapa\referencja,1,2,3,4,5,6,7
1,47,0,1,0,0,0,0
2,58,71,1,0,8,0,1
3,87,8,88,1,28,7,1
4,2,1,0,77,0,0,30
5,24,14,5,0,47,1,0
6,0,1,0,0,0,81,0
7,106,0,1,1,0,0,49
