mapa\referencja,1,2,3,4,5,6,7
1,61,0,1,0,0,0,0
2,60,57,2,0,7,0,0
3,102,13,86,0,33,7,0
4,2,1,0,77,0,1,24
5,17,19,6,0,43,1,0
6,0,1,0,0,0,80,0
7,82,4,1,2,0,0,57
