mapa\referencja,1,2,3,4,5,6,7
1,47,0,1,0,0,0,0
2,30,69,2,0,4,0,0
3,151,8,89,0,32,4,0
4,2,1,0,77,0,0,28
5,25,15,4,0,47,0,0
6,0,1,0,0,0,84,0
7,69,1,0,2,0,1,53
