mapa\referencja,1,2,3,4,5,6,7
1,8,0,0,0,0,0,0
2,13,56,1,0,6,0,0
3,117,8,86,0,30,7,2
4,1,1,0,76,0,0,25
5,44,27,8,1,47,1,1
6,0,1,0,0,0,81,0
7,141,2,1,2,0,0,53
