Run_ID,Wariant,Stan,Raster,Zakres,Algorytm,Najlepsza_konfiguracja,DA_bazowa_%,DA_najlepsza_%,Delta_DA_pp,b,c,test,p,p_Holm_lokalny,Istotne_005_lokalnie,Zmiany_komorek
1456_zbledami_L1C_roi,1456,zbledami,L1C,roi,random forest,Percentile,69.1079,75.0999,+5.9920,8,53,chi2 (poprawka na ciągłość),1.76463e-08,1.76463e-08,TAK,"C[5,1]: 172->144"
