Run_ID,Wariant,Stan,Raster,Zakres,Lp.,Metoda,Algorytm,DA_%,Kappa,Makro_PA_%,Makro_UA_%,Makro_F1_%,Niesklasyfikowane,Usuniete_px,Czas_s,Blad
124567_zbledami_L2A_class,124567,zbledami,L2A,class,1,SAM,random forest,81.7577,0.7607,79.6895,79.5468,77.5436,0,1019,47.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,2,Percentile,random forest,81.7577,0.7550,77.0816,78.4689,76.9867,0,2980,41.8,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,3,IsolationForest,random forest,79.6272,0.7292,76.8875,78.3700,76.0570,0,1019,45.9,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,4,HotellingT2,random forest,79.3609,0.7350,80.6021,78.2497,77.0646,0,626,49.1,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,5,Erosion,random forest,79.3609,0.7306,78.3611,77.6241,75.7358,0,1669,49.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,6,IQR,random forest,79.2277,0.7329,79.8520,78.5286,76.1114,0,788,47.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,7,PCA Reconstruction,random forest,78.5619,0.7252,80.0016,77.1020,76.2684,0,1019,50.0,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,8,Mahalanobis,random forest,78.5619,0.7250,79.7316,77.4869,76.1777,0,522,49.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,9,EllipticEnvelope,random forest,78.4288,0.7223,78.8852,78.5164,76.0209,0,1021,45.4,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,10,GMM,random forest,78.1625,0.7191,80.0095,77.6835,77.3457,0,1019,48.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,11,OneClassSVM,random forest,77.4967,0.7091,77.3760,77.0453,74.5123,0,1024,47.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,12,Poziom bazowy,random forest,76.9640,0.7054,78.1264,75.9504,74.2809,0,0,55.9,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,13,Band Z-score,random forest,76.8309,0.7037,78.0742,76.8838,74.1237,0,175,51.1,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,14,LOF,random forest,76.4314,0.6958,76.1534,73.9726,73.5769,0,1019,51.0,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,15,MAD,random forest,75.6325,0.6899,77.5840,76.6932,73.6068,0,537,50.6,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,16,kNN,random forest,75.4993,0.6844,77.0490,75.6496,74.9770,0,1019,45.9,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,17,PCA Mahalanobis,random forest,73.9015,0.6660,74.9385,75.3540,71.2553,0,1811,44.5,
124567_zbledami_L2A_class,124567,zbledami,L2A,class,18,Robust Mahalanobis,random forest,73.2357,0.6626,76.3923,76.0883,71.4864,0,2003,44.7,
