mapa\referencja,1,2,3,4,5,6
1,371,37,9,2,16,9
2,0,51,4,0,39,0
3,1,0,73,0,2,0
4,31,1,0,77,0,2
5,2,5,10,0,26,0
6,0,1,0,0,0,78
