mapa\referencja,1,2,3,4,5,6
1,371,42,14,2,11,2
2,0,36,0,0,6,0
3,0,0,73,0,1,0
4,34,1,0,77,1,2
5,0,15,9,0,64,2
6,0,1,0,0,0,83
