mapa\referencja,1,2,3,4,5,6
1,349,47,4,3,13,2
2,23,29,6,0,5,0
3,0,0,28,0,0,0
4,33,1,0,76,0,2
5,0,17,58,0,65,2
6,0,1,0,0,0,83
