mapa\referencja,1,2,3,4,5,6
1,371,37,20,2,20,9
2,0,49,2,0,27,0
3,0,0,65,0,1,0
4,34,1,0,77,1,2
5,0,7,9,0,34,0
6,0,1,0,0,0,78
