mapa\referencja,1,2,3,4,5,6
1,370,36,12,2,9,2
2,0,43,1,0,8,0
3,1,0,73,0,2,0
4,34,1,0,77,2,2
5,0,14,10,0,62,2
6,0,1,0,0,0,83
