mapa\referencja,1,2,3,4,5,6
1,370,37,13,2,11,2
2,0,41,0,0,5,0
3,0,0,74,0,2,0
4,35,1,0,77,1,2
5,0,15,9,0,64,2
6,0,1,0,0,0,83
