mapa\referencja,1,2,3,4,5,6
1,370,71,11,2,18,8
2,1,6,5,0,4,0
3,0,0,58,0,0,0
4,34,1,0,77,3,2
5,0,16,22,0,58,1
6,0,1,0,0,0,78
