mapa\referencja,1,3,4,5,6,7
1,278,3,1,5,0,0
3,7,87,0,3,1,0
4,0,0,74,1,0,30
5,10,6,0,121,1,0
6,0,0,0,29,86,0
7,29,0,4,19,1,51
