mapa\referencja,1,3,4,5,6,7
1,233,3,0,7,0,0
3,7,90,0,27,6,0
4,1,0,76,3,3,31
5,6,1,0,141,1,1
6,0,0,0,0,79,0
7,77,2,3,0,0,49
