mapa\referencja,1,3,4,5,6,7
1,240,5,0,4,0,0
3,9,89,0,22,9,0
4,1,0,76,2,1,31
5,9,1,0,147,1,0
6,0,0,0,1,78,0
7,65,1,3,2,0,50
