mapa\referencja,1,2,3,4,5,6
1,360,26,3,3,15,3
2,0,44,0,0,3,0
3,6,0,88,0,3,1
4,31,1,0,76,1,2
5,8,23,5,0,61,0
6,0,1,0,0,0,83
